FrequeE-9cy(Hz)	Temperature(C)	D-Factor(D)	CapacitaE-9ce(F)	ImpedaE-9ce(Ohm)
550000	182	0.062988	0.216745n	1.332435K
550000	184	0.057559	0.214542n	1.346563K
550000	186	0.052816	0.212260n	1.361398K
550000	188	0.048810	0.210037n	1.376084K
550000	190	0.045543	0.207809n	1.391051K
550000	192	0.042734	0.205648n	1.405841K
550000	194	0.040121	0.203497n	1.420858K
550000	196	0.037984	0.201432n	1.435544K
550000	198	0.036188	0.199316n	1.450879K
550000	200	0.034510	0.197282n	1.465925K
600000	26	0.183462	1.108494n	235.365200
600000	28	0.182296	1.077207n	242.254700
600000	30	0.188542	1.049354n	248.383300
600000	32	0.137601	1.036404n	253.549900
600000	34	0.119860	1.004252n	262.254600
600000	36	0.107239	0.979331n	269.313100
600000	38	0.107612	0.946237n	278.719900
600000	40	0.106731	0.915811n	288.006800
600000	42	0.105006	0.885237n	298.007100
600000	44	0.104420	0.855474n	308.395800
600000	46	0.107392	0.826562n	319.083300
600000	48	0.105083	0.798719n	330.282100
600000	50	0.109931	0.771492n	341.765500
600000	52	0.113061	0.744754n	353.916800
600000	54	0.106872	0.722189n	365.217300
600000	56	0.108562	0.698076n	377.765900
600000	58	0.112811	0.675535n	390.187100
600000	60	0.113095	0.654545n	402.692000
600000	62	0.115632	0.634147n	415.521500
600000	64	0.115214	0.614707n	428.685900
600000	66	0.114777	0.597630n	440.960300
600000	68	0.108429	0.581456n	453.537500
600000	70	0.108806	0.564156n	467.429700
600000	72	0.107614	0.549280n	480.148300
600000	74	0.110894	0.533179n	494.471300
600000	76	0.105859	0.519136n	508.123000
600000	78	0.105140	0.505141n	522.238200
600000	80	0.086680	0.493240n	535.777000
600000	82	0.083788	0.480847n	549.728600
600000	84	0.082807	0.469131n	563.496800
600000	86	0.082426	0.457411n	577.954400
600000	88	0.082551	0.447144n	591.217400
600000	90	0.077132	0.436506n	605.885600
600000	92	0.077849	0.427458n	618.676200
600000	94	0.076779	0.418065n	632.630700
600000	96	0.075512	0.409086n	646.575600
600000	98	0.078989	0.400769n	659.823200
600000	100	0.080704	0.392145n	674.236900
600000	102	0.081699	0.384635n	687.348700
600000	104	0.080290	0.377168n	701.033600
600000	106	0.086788	0.369705n	714.797600
600000	108	0.098322	0.361833n	729.577300
600000	110	0.097577	0.355451n	742.727500
600000	112	0.099951	0.348873n	756.560100
600000	114	0.100986	0.342884n	769.699800
600000	116	0.103749	0.336881n	783.178400
600000	118	0.107393	0.330969n	796.894300
600000	120	0.109780	0.325323n	810.505700
600000	122	0.123795	0.318958n	825.331900
600000	124	0.118843	0.314284n	838.107300
600000	126	0.121656	0.309297n	851.350700
600000	128	0.123702	0.304281n	865.148100
600000	130	0.165569	0.295684n	885.077700
600000	132	0.124919	0.295160n	891.772000
600000	134	0.124548	0.290966n	904.654900
600000	136	0.123291	0.286732n	918.138700
600000	138	0.121995	0.282840n	930.939300
600000	140	0.112965	0.279442n	943.255000
600000	142	0.111397	0.275617n	956.513900
600000	144	0.110227	0.271953n	969.508700
600000	146	0.108353	0.268383n	982.601000
600000	148	0.109004	0.264772n	995.935100
600000	150	0.147194	0.258402n	1.015665K
600000	152	0.168913	0.253100n	1.033455K
600000	154	0.188588	0.247874n	1.051543K
600000	156	0.190662	0.244379n	1.066232K
600000	158	0.198775	0.240525n	1.081785K
600000	160	0.229334	0.233950n	1.105155K
600000	162	0.225611	0.231398n	1.118144K
600000	164	0.210377	0.230159n	1.127819K
600000	166	0.190357	0.229510n	1.135313K
600000	168	0.165273	0.228962n	1.143011K
600000	170	0.143433	0.227995n	1.151578K
600000	172	0.124831	0.226532n	1.161887K
600000	174	0.108094	0.224935n	1.172447K
600000	176	0.095547	0.222941n	1.184411K
600000	178	0.084696	0.220874n	1.196644K
600000	180	0.075240	0.218692n	1.209502K
600000	182	0.068082	0.216465n	1.222569K
600000	184	0.062345	0.214295n	1.235414K
600000	186	0.057067	0.212026n	1.249017K
600000	188	0.052952	0.209819n	1.262448K
600000	190	0.049269	0.207645n	1.275911K
600000	192	0.046319	0.205497n	1.289431K
600000	194	0.043366	0.203323n	1.303384K
600000	196	0.040868	0.201308n	1.316555K
600000	198	0.039000	0.199181n	1.330732K
600000	200	0.037124	0.197172n	1.344388K
650000	26	0.197660	1.101911n	217.987900
650000	28	0.196597	1.070560n	224.415000
650000	30	0.201462	1.042823n	230.097200
650000	32	0.148065	1.032492n	234.587400
650000	34	0.128832	1.001226n	242.547000
650000	36	0.115398	0.976809n	249.015800
650000	38	0.115750	0.943803n	257.711400
650000	40	0.114701	0.913370n	266.331200
650000	42	0.113002	0.882957n	275.556800
650000	44	0.112406	0.853304n	285.152700
650000	46	0.115764	0.824398n	295.041400
650000	48	0.113136	0.796729n	305.376700
650000	50	0.118340	0.769423n	316.024400
650000	52	0.121934	0.742651n	327.283600
650000	54	0.115069	0.720338n	337.685300
650000	56	0.117027	0.696239n	349.299400
650000	58	0.121732	0.673669n	360.804000
650000	60	0.121973	0.652714n	372.373400
650000	62	0.124593	0.632338n	384.248900
650000	64	0.124218	0.612952n	396.421400
650000	66	0.123742	0.595927n	407.768600
650000	68	0.116901	0.579962n	419.335800
650000	70	0.117227	0.562689n	432.189000
650000	72	0.115566	0.547114n	444.575900
650000	74	0.119177	0.531014n	457.866200
650000	76	0.113746	0.517115n	470.465800
650000	78	0.113254	0.503931n	482.801200
650000	80	0.093328	0.492339n	495.177100
650000	82	0.090222	0.479997n	508.054300
650000	84	0.089045	0.468331n	520.760600
650000	86	0.088627	0.456629n	534.126100
650000	88	0.088783	0.446390n	546.371000
650000	90	0.082872	0.435822n	559.900500
650000	92	0.083685	0.426796n	571.702900
650000	94	0.082478	0.417409n	584.618400
650000	96	0.081062	0.408451n	597.508400
650000	98	0.084848	0.400132n	609.742100
650000	100	0.086729	0.391483n	623.114500
650000	102	0.087687	0.383979n	635.236000
650000	104	0.086251	0.376531n	647.884700
650000	106	0.093298	0.369020n	660.656800
650000	108	0.105875	0.361042n	674.424900
650000	110	0.105007	0.354673n	686.596700
650000	112	0.107404	0.348070n	699.440900
650000	114	0.108502	0.342074n	711.606500
650000	116	0.111507	0.336071n	724.086100
650000	118	0.115264	0.330132n	736.807200
650000	120	0.118009	0.324452n	749.465600
650000	122	0.133350	0.317972n	763.300200
650000	124	0.127873	0.313335n	775.132200
650000	126	0.130840	0.308305n	787.470000
650000	128	0.133263	0.303269n	800.315000
650000	130	0.178712	0.294035n	819.777800
650000	132	0.134340	0.294194n	824.876200
650000	134	0.133644	0.290024n	836.806500
650000	136	0.133000	0.285801n	849.250500
650000	138	0.131337	0.281944n	861.049600
650000	140	0.121452	0.278690n	872.173100
650000	142	0.119927	0.274869n	884.462800
650000	144	0.118814	0.271225n	896.478500
650000	146	0.116939	0.267650n	908.635600
650000	148	0.117551	0.264058n	920.933500
650000	150	0.158986	0.257271n	939.991500
650000	152	0.182732	0.251690n	957.123700
650000	154	0.204590	0.246222n	974.517500
650000	156	0.205378	0.242764n	988.066500
650000	158	0.212813	0.238800n	1.002789K
650000	160	0.245172	0.231889n	1.025535K
650000	162	0.241473	0.229442n	1.037354K
650000	164	0.225595	0.228401n	1.045778K
650000	166	0.204087	0.228001n	1.052210K
650000	168	0.177628	0.227747n	1.058534K
650000	170	0.154487	0.227039n	1.065824K
650000	172	0.134462	0.225810n	1.074645K
650000	174	0.116266	0.224351n	1.084076K
650000	176	0.103015	0.222450n	1.094910K
650000	178	0.091099	0.220502n	1.105847K
650000	180	0.081140	0.218415n	1.117372K
650000	182	0.073528	0.216212n	1.129417K
650000	184	0.067177	0.214076n	1.141196K
650000	186	0.061578	0.211839n	1.153664K
650000	188	0.056930	0.209656n	1.165994K
650000	190	0.052994	0.207474n	1.178512K
650000	192	0.049752	0.205335n	1.190983K
650000	194	0.046649	0.203205n	1.203647K
650000	196	0.044120	0.201153n	1.216068K
650000	198	0.041945	0.199057n	1.228986K
650000	200	0.039975	0.197035n	1.241700K
700000	26	0.211966	1.094979n	203.127800
700000	28	0.211168	1.063639n	209.154000
700000	30	0.214296	1.036729n	214.379800
700000	32	0.158441	1.028443n	218.347200
700000	34	0.137732	0.998048n	225.673300
700000	36	0.123526	0.974160n	231.634100
700000	38	0.123970	0.941242n	239.723500
700000	40	0.122820	0.910919n	247.736900
700000	42	0.120973	0.880641n	256.310900
700000	44	0.120381	0.851073n	265.234400
700000	46	0.124046	0.822137n	274.450100
700000	48	0.121175	0.794630n	284.046900
700000	50	0.126743	0.767275n	293.972800
700000	52	0.130797	0.740437n	304.472200
700000	54	0.123234	0.718430n	314.094600
700000	56	0.125505	0.694319n	324.916100
700000	58	0.130479	0.671690n	335.647200
700000	60	0.130777	0.650818n	346.401800
700000	62	0.133592	0.630456n	357.459500
700000	64	0.133152	0.611125n	368.784200
700000	66	0.132893	0.594172n	379.329000
700000	68	0.125271	0.578407n	390.037400
700000	70	0.125712	0.561169n	401.998700
700000	72	0.123896	0.545681n	413.499900
700000	74	0.127703	0.529536n	425.903800
700000	76	0.121944	0.515785n	437.571200
700000	78	0.121058	0.501917n	449.709400
700000	80	0.099497	0.490680n	461.086000
700000	82	0.096233	0.478422n	473.054700
700000	84	0.095300	0.467505n	484.140200
700000	86	0.094899	0.455832n	496.557700
700000	88	0.095081	0.445603n	507.948400
700000	90	0.088688	0.435130n	520.479800
700000	92	0.089507	0.426098n	531.470900
700000	94	0.088212	0.416752n	543.451100
700000	96	0.086706	0.407820n	555.427400
700000	98	0.090750	0.399457n	566.852500
700000	100	0.092703	0.390804n	579.298600
700000	102	0.093841	0.383319n	590.555500
700000	104	0.092267	0.375878n	602.331400
700000	106	0.099742	0.368316n	614.260400
700000	108	0.113330	0.360196n	627.206100
700000	110	0.112321	0.353873n	638.491000
700000	112	0.114807	0.347254n	650.466700
700000	114	0.116245	0.341278n	661.770900
700000	116	0.119414	0.335233n	673.455300
700000	118	0.123485	0.329264n	685.326000
700000	120	0.126453	0.323555n	697.165000
700000	122	0.142909	0.316887n	710.283300
700000	124	0.136837	0.312365n	721.172000
700000	126	0.140026	0.307310n	732.707000
700000	128	0.142738	0.302238n	744.724900
700000	130	0.191379	0.292336n	763.887400
700000	132	0.144248	0.293159n	767.631400
700000	134	0.143094	0.289033n	778.695700
700000	136	0.142456	0.284835n	790.242800
700000	138	0.140825	0.281004n	801.202400
700000	140	0.130098	0.277883n	811.363700
700000	142	0.128505	0.274080n	822.772400
700000	144	0.127307	0.270447n	833.964100
700000	146	0.125297	0.266939n	845.153100
700000	148	0.126040	0.263330n	856.649800
700000	150	0.170546	0.256067n	875.300500
700000	152	0.195581	0.250183n	891.916000
700000	154	0.219859	0.244367n	908.911500
700000	156	0.219057	0.241084n	921.245600
700000	158	0.228420	0.237037n	935.252900
700000	160	0.260782	0.229847n	957.254300
700000	162	0.256956	0.227395n	968.386400
700000	164	0.240408	0.226567n	975.732100
700000	166	0.217666	0.226454n	981.041800
700000	168	0.189684	0.226524n	986.116000
700000	170	0.165291	0.226055n	992.325100
700000	172	0.143893	0.225044n	999.998200
700000	174	0.124450	0.223752n	1.008349K
700000	176	0.110261	0.221963n	1.018150K
700000	178	0.097611	0.220107n	1.028079K
700000	180	0.086868	0.218081n	1.038648K
700000	182	0.078785	0.215931n	1.049694K
700000	184	0.071985	0.213834n	1.060527K
700000	186	0.065966	0.211617n	1.072082K
700000	188	0.060992	0.209457n	1.083478K
700000	190	0.056743	0.207293n	1.095065K
700000	192	0.053219	0.205166n	1.106626K
700000	194	0.049900	0.203053n	1.118335K
700000	196	0.047139	0.201016n	1.129819K
700000	198	0.044847	0.198924n	1.141819K
700000	200	0.042705	0.196902n	1.153653K
750000	26	0.226273	1.087702n	190.284500
750000	28	0.225073	1.056478n	195.951300
750000	30	0.226505	1.030639n	200.759200
750000	32	0.168791	1.024284n	204.281300
750000	34	0.146690	0.994835n	211.047700
750000	36	0.131666	0.971467n	216.569900
750000	38	0.132228	0.938609n	224.136400
750000	40	0.130974	0.908372n	231.633500
750000	42	0.128952	0.878276n	239.632900
750000	44	0.128358	0.848782n	247.978000
750000	46	0.132276	0.819830n	256.606400
750000	48	0.129148	0.792490n	265.564200
750000	50	0.135121	0.765087n	274.862900
750000	52	0.139571	0.738201n	284.706100
750000	54	0.131462	0.716463n	293.660800
750000	56	0.133966	0.692351n	303.791800
750000	58	0.139303	0.669682n	313.846200
750000	60	0.139612	0.648865n	323.902500
750000	62	0.142676	0.628476n	334.267400
750000	64	0.142214	0.609247n	344.846200
750000	66	0.141862	0.592315n	354.712900
750000	68	0.133697	0.576803n	364.657700
750000	70	0.134190	0.559597n	375.846400
750000	72	0.132282	0.544172n	386.595900
750000	74	0.136311	0.528018n	398.210500
750000	76	0.130053	0.514417n	409.072400
750000	78	0.129156	0.500590n	420.421800
750000	80	0.105992	0.489735n	430.892700
750000	82	0.102562	0.477528n	442.066700
750000	84	0.101136	0.465963n	453.102700
750000	86	0.100697	0.454330n	464.724700
750000	88	0.100912	0.444131n	475.388800
750000	90	0.094433	0.434419n	486.318700
750000	92	0.095358	0.425403n	496.585500
750000	94	0.093906	0.416087n	507.770200
750000	96	0.092347	0.407179n	518.957900
750000	98	0.096828	0.398783n	529.663400
750000	100	0.098737	0.390128n	541.309200
750000	102	0.099965	0.382625n	551.860400
750000	104	0.098240	0.375228n	562.829100
750000	106	0.106252	0.367590n	574.059800
750000	108	0.120812	0.359357n	586.259400
750000	110	0.119892	0.353026n	596.844800
750000	112	0.122313	0.346433n	608.023700
750000	114	0.123899	0.340427n	618.634900
750000	116	0.127070	0.334355n	629.601600
750000	118	0.131409	0.328368n	640.732200
750000	120	0.134715	0.322624n	651.854000
750000	122	0.152399	0.315779n	664.347000
750000	124	0.145787	0.311335n	674.467500
750000	126	0.149197	0.306256n	685.298800
750000	128	0.152437	0.301167n	696.589400
750000	130	0.204257	0.290557n	715.567600
750000	132	0.153705	0.292098n	718.038500
750000	134	0.152805	0.288023n	728.356500
750000	136	0.151825	0.283834n	739.159800
750000	138	0.150035	0.280022n	749.410200
750000	140	0.138599	0.277033n	758.728800
750000	142	0.137119	0.273264n	769.371300
750000	144	0.135798	0.269646n	779.826400
750000	146	0.133512	0.266151n	790.293300
750000	148	0.134383	0.262552n	801.038100
750000	150	0.182319	0.254795n	819.384000
750000	152	0.208789	0.248690n	835.380300
750000	154	0.233189	0.242501n	852.134900
750000	156	0.232433	0.239324n	863.547500
750000	158	0.243389	0.235074n	877.178400
750000	160	0.276450	0.227660n	898.495100
750000	162	0.272219	0.225365n	908.632900
750000	164	0.254854	0.224690n	915.185400
750000	166	0.230869	0.224873n	919.460900
750000	168	0.201502	0.225243n	923.536800
750000	170	0.175803	0.225044n	928.701900
750000	172	0.153145	0.224246n	935.388600
750000	174	0.132517	0.223133n	942.772700
750000	176	0.117443	0.221460n	951.660900
750000	178	0.104015	0.219682n	960.773100
750000	180	0.092525	0.217741n	970.426200
750000	182	0.083975	0.215625n	980.693700
750000	184	0.076742	0.213574n	990.685600
750000	186	0.070306	0.211390n	1.001390K
750000	188	0.064987	0.209252n	1.011982K
750000	190	0.060491	0.207105n	1.022764K
750000	192	0.056711	0.204996n	1.033513K
750000	194	0.053155	0.202894n	1.044424K
750000	196	0.050192	0.200866n	1.055131K
750000	198	0.047713	0.198786n	1.066300K
750000	200	0.045447	0.196770n	1.077339K
800000	26	0.240550	1.080172n	179.068500
800000	28	0.239249	1.049176n	184.417500
800000	30	0.238719	1.024126n	188.882600
800000	32	0.179202	1.019930n	191.994300
800000	34	0.155625	0.991433n	198.272000
800000	36	0.139841	0.968665n	203.400500
800000	38	0.140445	0.935836n	210.517500
800000	40	0.139087	0.905813n	217.535500
800000	42	0.136913	0.875778n	225.060500
800000	44	0.136328	0.846416n	232.888300
800000	46	0.140699	0.817438n	241.006000
800000	48	0.137250	0.790245n	249.411300
800000	50	0.143606	0.762795n	258.161000
800000	52	0.148361	0.735855n	267.430300
800000	54	0.139675	0.714391n	275.801800
800000	56	0.142389	0.690287n	285.327400
800000	58	0.148049	0.667569n	294.796900
800000	60	0.148354	0.646821n	304.240200
800000	62	0.151791	0.626417n	313.996000
800000	64	0.151120	0.607251n	323.931000
800000	66	0.150847	0.590425n	333.179900
800000	68	0.142113	0.575118n	342.476300
800000	70	0.142681	0.557926n	353.001800
800000	72	0.140621	0.542612n	363.071000
800000	74	0.144910	0.526429n	374.005800
800000	76	0.138296	0.512976n	384.168800
800000	78	0.137266	0.499221n	394.807300
800000	80	0.112490	0.488738n	404.502600
800000	82	0.108953	0.476607n	414.963200
800000	84	0.107395	0.465079n	425.317900
800000	86	0.106954	0.453482n	436.215300
800000	88	0.107166	0.443296n	446.230700
800000	90	0.099816	0.433012n	457.170100
800000	92	0.100646	0.424016n	466.828000
800000	94	0.099299	0.414741n	477.336300
800000	96	0.097843	0.406506n	487.069800
800000	98	0.102706	0.398077n	497.149000
800000	100	0.104795	0.389428n	508.079100
800000	102	0.106021	0.381924n	517.993700
800000	104	0.104220	0.374560n	528.281000
800000	106	0.112694	0.366860n	538.881100
800000	108	0.128248	0.358471n	550.473800
800000	110	0.127234	0.352156n	560.413600
800000	112	0.129985	0.345545n	570.942300
800000	114	0.131349	0.339543n	580.924000
800000	116	0.135136	0.333472n	591.225300
800000	118	0.139398	0.327443n	601.748300
800000	120	0.143114	0.321669n	612.241900
800000	122	0.161639	0.314625n	624.198700
800000	124	0.154889	0.310279n	633.632400
800000	126	0.158388	0.305184n	643.851800
800000	128	0.161628	0.300056n	654.522100
800000	130	0.216916	0.288741n	673.354400
800000	132	0.163332	0.291009n	674.696800
800000	134	0.162077	0.286941n	684.382400
800000	136	0.161329	0.282809n	694.493000
800000	138	0.159027	0.279034n	704.092100
800000	140	0.147177	0.276168n	712.689500
800000	142	0.145569	0.272410n	722.697700
800000	144	0.143953	0.268827n	732.477700
800000	146	0.141783	0.265373n	742.250000
800000	148	0.143054	0.261763n	752.382000
800000	150	0.192907	0.253505n	770.486700
800000	152	0.222052	0.247019n	786.291100
800000	154	0.246168	0.240777n	802.235100
800000	156	0.245970	0.237644n	812.940600
800000	158	0.255763	0.233251n	826.076700
800000	160	0.291972	0.225433n	847.222400
800000	162	0.287104	0.223206n	856.686300
800000	164	0.268738	0.222803n	862.297500
800000	166	0.243750	0.223248n	865.735700
800000	168	0.213066	0.223947n	868.815000
800000	170	0.186281	0.223988n	873.150600
800000	172	0.162349	0.223419n	878.927700
800000	174	0.140597	0.222485n	885.470000
800000	176	0.124560	0.220934n	893.546100
800000	178	0.110465	0.219247n	901.906900
800000	180	0.098214	0.217381n	910.794400
800000	182	0.089143	0.215323n	920.279600
800000	184	0.081456	0.213297n	929.626900
800000	186	0.074630	0.211152n	939.565200
800000	188	0.069041	0.209036n	949.461800
800000	190	0.064151	0.206914n	959.506500
800000	192	0.060193	0.204823n	969.542100
800000	194	0.056385	0.202732n	979.754300
800000	196	0.053235	0.200714n	989.778800
800000	198	0.050624	0.198638n	1.000258K
